Unnamed: 0;Unnamed: 1;Unnamed: 2;Unnamed: 3;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;Unnamed: 11;Unnamed: 12;Unnamed: 13;Unnamed: 14;Unnamed: 15;Unnamed: 16;Unnamed: 17;Unnamed: 18;Unnamed: 19;Unnamed: 20;Unnamed: 21;Unnamed: 22;Unnamed: 23;Unnamed: 24;Unnamed: 25;Unnamed: 26;Unnamed: 27;Unnamed: 28;Unnamed: 29;Unnamed: 30;Unnamed: 31;Unnamed: 32;Unnamed: 33;Unnamed: 34;Unnamed: 35
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.681;CO;2024-09-23 08:33:50.959000;2024-10-11 13:20:42.488000;HCPE-1246;64239M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;18;436;18;436;18;434;140;;40;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.2278;CO;2025-09-01 18:24:10.132000;2025-09-02 07:33:10.564000;;;SUPORTE;;;1;SENC;engenharia clinica ;;EM USO;;0;13;0;0;0;0;0;;480;;;NÃO;;0;;0;HELDER GUILHERME
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.210;CO;2024-05-15 08:55:58.529000;2024-05-16 11:15:38.018000;HCPE-2674;67269M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;1;26;1;26;1;26;;;30;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.593;CO;2025-03-24 16:07:29.615000;2025-03-24 16:09:20.011000;HCPE-0488,409.258;IP5-2010-10-05204;VENTILADOR UTI;INTERMED;INTER-5-PLUS;;SENC;11º SUL;;PARADO;NÃO;0;0;0;0;0;0;;160;20;;;NÃO;;0;;0;LEONARDO REZENDE FREIRE RIBEIRO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.605;CO;2025-03-25 14:03:01.534000;2025-03-26 16:20:34.629000;;31938M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;UTI NEONATAL;;PARADO;NÃO;1;26;1;25;1;25;1473;;60;;;NÃO;;0;;0;VANINA FERREIRA DUTRA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.1368;CO;2025-06-09 13:30:56.994000;2025-06-10 08:41:22.743000;;;SUPORTE;;;1;SENC;ENGENHARIA CLÍNICA;;EM USO;;0;19;0;0;0;0;0;;490;;;NÃO;;0;;0;HELDER GUILHERME
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.1588;CO;2025-07-02 07:21:16.969000;2025-07-04 13:26:55.055000;HCPE-3607;GB-39077072;VENTILADOR UTI;MINDRAY;SV-300;;SENC;SALA DE ESTABILIZAÇÃO;;EM USO;NÃO;2;54;0;9;0;0;60;169;140;;;NÃO;;0;;0;MIRIAM SOUZA NERY
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.1377;CO;2025-06-10 08:48:02.315000;2025-06-11 13:24:45.394000;HCPE-0887,756.052;030604011;OXIMETRO PULSO;DIXTAL;DX-2405;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;1;28;0;4;0;0;128;;60;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.724;CO;2024-09-30 09:25:12.965000;2024-10-25 14:31:10.252000;HCPE-0450;45253M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;25;605;25;604;0;0;;46;25;;14;SIM;NÃO;0;;0;DANIELE.LIMA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.726;CO;2024-09-30 09:32:24.341000;2024-10-25 14:47:06.105000;HCPE-2673;67268M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;25;605;25;604;0;0;;;40;;14;SIM;NÃO;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.231;CO;2024-05-21 07:41:22.054000;2024-05-28 10:30:57.217000;HCPE-1717;45218M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;7;170;0;3;0;0;208;;30;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.744;CO;2024-10-01 09:34:42.668000;2024-10-03 14:42:39.006000;HCPE-0807;64337M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;11;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.745;CO;2024-10-01 09:35:50.127000;2024-10-03 14:43:29.308000;HCPE-0029;64329M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;10;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.746;CO;2024-10-01 09:36:51.905000;2024-10-03 14:43:14.357000;HCPE-0680;44003M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;8;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.747;CO;2024-10-01 09:37:17.638000;2024-10-03 14:40:46.095000;HCPE-2328;44002M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;6;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.748;CO;2024-10-01 09:37:40.995000;2024-10-03 14:41:53.098000;HCPE-0570;64145M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;7;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.749;CO;2024-10-01 09:38:08.187000;2024-10-03 14:40:04.019000;HCPE-2728;67323M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;5;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.750;CO;2024-10-01 09:38:31.498000;2024-10-03 14:41:32.989000;HCPE-0435;64171M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;5;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.751;CO;2024-10-01 09:38:57.004000;2024-10-03 14:42:23.084000;HCPE-2366;64266M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;5;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.752;CO;2024-10-01 09:39:20.207000;2024-10-03 14:41:10.649000;HCPE-0033;45305M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;4;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.753;CO;2024-10-01 09:39:51.001000;2024-10-03 14:40:27.482000;HCPE-1429;64167M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;4;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.754;CO;2024-10-01 09:40:19.595000;2024-10-03 14:42:55.089000;HCPE-1439;64192M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;53;0;4;0;0;4;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.755;CO;2024-10-01 09:40:45.982000;2024-10-03 14:38:29.479000;HCPE-0192;64181M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;52;0;4;0;0;0;;45;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.756;CO;2024-10-01 10:09:55.664000;2024-10-03 13:55:36.649000;HCPE-0564;64168M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;51;1;27;0;0;0;;40;;;NÃO;;0;;0;HUENDE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.757;CO;2024-10-01 10:11:25.052000;2024-10-03 13:55:19.007000;HCPE-2369;64357M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;51;1;27;0;0;92;;40;;;NÃO;;0;;0;HUENDE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.758;CO;2024-10-01 10:13:33.191000;2024-10-03 13:59:38.838000;HCPE-0431;45251M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;51;0;5;0;0;91;;40;;;NÃO;;0;;0;HUENDE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.759;CO;2024-10-01 11:45:36.003000;2024-10-03 13:54:54.256000;HCPE-0264;64074M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;50;0;4;0;0;0;;40;;;NÃO;;0;;0;HUENDE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.760;CO;2024-10-01 11:47:05.212000;2024-10-03 13:59:57.658000;HCPE-0429;64142M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;2;50;0;4;0;0;1;;40;;;NÃO;;0;;0;HUENDE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.2917;CO;2025-10-29 15:41:06.181000;2025-10-30 16:24:10.232000;COM/HCPE-LIFEMED221;VLK24091173;BOMBA INFUSAO USO GERAL;LIFEMED;V-LINK;;SENC;ENGENHARIA CLÍNICA;;EM USO;NÃO;1;24;1;24;1;24;1432;;60;;;NÃO;;0;;0;ALMIR DA SILVA BATISTA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1044;CO;2024-11-12 12:49:20.889000;2024-11-12 16:35:23.716000;;64996M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;3;0;2;0;0;;;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1043;CO;2024-11-12 12:27:58.007000;2024-11-12 16:35:36.475000;HCPE-0458;64174M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;3;0;0;;;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1042;CO;2024-11-12 12:27:33.699000;2024-11-12 16:37:40.087000;HCPE-2751;53995M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;2;0;0;;;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1041;CO;2024-11-12 12:27:04.633000;2024-11-12 16:36:36.749000;HCPE-1230;650130/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;2;0;0;;;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1040;CO;2024-11-12 12:26:42.091000;2024-11-12 16:36:25.764000;HCPE-0868;64162M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;2;0;0;;74;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1039;CO;2024-11-12 12:26:08.345000;2024-11-12 16:36:12.764000;HCPE-2211;64256M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;2;0;0;;;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1038;CO;2024-11-12 12:25:45.828000;2024-11-12 16:37:58.207000;HCPE-0028;45316M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;2;0;0;;;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1037;CO;2024-11-12 12:25:09.959000;2024-11-12 16:36:01.779000;HCPE-2762;53990M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;3;0;0;;;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1036;CO;2024-11-12 12:24:44.658000;2024-11-12 16:35:49.555000;HCPE-1430;64261M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;3;0;0;;31;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.1035;CO;2024-11-12 12:24:16.843000;2024-11-12 16:38:09.495000;HCPE-1831;64147M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;4;0;3;0;0;;31;40;;0;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.225;CO;2024-05-17 08:12:08.914000;2024-05-28 10:29:03.021000;HCPE-1244;45234M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;11;266;4;99;0;0;5947;;30;;;NÃO;;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.224;CO;2024-05-17 08:11:31.659000;2024-11-12 16:36:47.658000;HCPE-2723;67318M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;179;4304;179;4303;0;0;;;40;;0;SIM;NÃO;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.889;CO;2024-10-16 14:27:30.115000;2024-10-17 09:20:54.142000;HCPE-0127;64299M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;18;0;0;0;0;7;;30;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.890;CO;2024-10-16 14:28:40.788000;2024-10-17 09:20:41.239000;HCPE-0438;43979M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;18;0;0;0;0;6;415;30;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.891;CO;2024-10-16 14:29:12.518000;2024-10-18 10:35:43.345000;HCPE-0433;45278M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;1;44;0;0;0;0;6;;30;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.892;CO;2024-10-16 14:29:29.071000;2024-10-17 08:55:48.328000;HCPE-0460;45220M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;18;0;0;0;0;6;;30;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.893;CO;2024-10-16 14:29:51.082000;2024-10-17 08:56:54.004000;HCPE-0422;45205M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;18;0;0;0;0;5;63;30;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.968;CO;2024-11-01 09:23:09.632000;2024-11-29 14:56:05.818000;HCPE-0452;45309M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;28;677;17;409;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.967;CO;2024-11-01 09:22:49.184000;2024-11-29 14:55:42.906000;HCPE-1591;64234M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;28;677;17;409;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.796;CO;2024-10-04 08:10:21.109000;2024-10-04 09:48:19.438000;HCPE-0037;43987M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;6;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.797;CO;2024-10-04 08:10:45.951000;2024-10-04 09:48:34.504000;HCPE-2704;67299M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;6;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.798;CO;2024-10-04 08:11:04.567000;2024-10-04 09:51:59.035000;HCPE-2160;65009M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;6;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.799;CO;2024-10-04 08:12:21.222000;2024-10-04 09:52:16.044000;HCPE-2730;67325M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;4;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.800;CO;2024-10-04 08:12:51.226000;2024-10-04 09:52:34.748000;HCPE-2154;64143M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;4;99;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.801;CO;2024-10-04 08:13:07.249000;2024-10-04 09:48:04.747000;HCPE-0562;64249M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;2;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.802;CO;2024-10-04 08:13:24.573000;2024-10-04 09:47:10.965000;HCPE-2512;43974M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;1;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.803;CO;2024-10-04 08:13:48.607000;2024-10-04 09:47:29.942000;HCPE-2282;45204M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;0;1;0;0;0;0;1;;45;;;NÃO;;0;;0;KAROLINE 
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.966;CO;2024-11-01 09:22:28.556000;2024-12-03 13:19:49.425000;HCPE-0039;45298M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;32;771;32;771;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.783;CO;2025-04-08 10:08:50.048000;2025-04-08 15:24:25.001000;;;ESFIGMOMANOMETRO ANEROIDE;;;2;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;;0;5;0;4;0;0;27;;90;;;NÃO;;0;;0;HELDER GUILHERME
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.965;CO;2024-11-01 09:20:41.949000;2024-12-03 13:19:39.762000;HCPE-0031;45307M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;32;771;32;771;0;0;;155;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;25.2481;SR;2025-09-22 18:40:12.521000;2025-09-23 14:26:11.474000;HCPE-3776;;MEDIDOR PRESSAO/TEMPERATURA/UMIDADE;CENTRAL BRASIL INSTRUMENTOS;CBHT-2;;SENC;ENGENHARIA CLÍNICA;;PARADO;NÃO;;;;;0;19;;;0;;;NÃO;;0;;0;RITA DE CÁSSIA RODRIGUES LIRA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.894;CO;2024-10-16 14:30:28.505000;2024-10-18 10:34:33.096000;HCPE-2674;67269M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;1;44;0;0;0;0;5;153;30;;;NÃO;;0;;0;KAROLINE
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.964;CO;2024-11-01 09:20:20.094000;2025-05-21 14:20:24.799000;HCPE-2738;67333M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;PARADO;NÃO;201;4829;201;4828;0;0;;;0;;201;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.963;CO;2024-11-01 09:19:58.372000;2024-12-03 13:19:30.705000;HCPE-0271;64194M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;32;771;32;771;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.962;CO;2024-11-01 09:19:35.289000;2024-11-29 14:49:11.377000;HCPE-0042;44013M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;28;677;17;409;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.961;CO;2024-11-01 09:18:22.071000;2024-12-03 13:19:21.472000;HCPE-2832;64267M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;32;772;32;771;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.960;CO;2024-11-01 09:17:09.297000;2024-12-03 13:19:12.095000;HCPE-0573;64288M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;32;772;32;772;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.959;CO;2024-11-01 09:16:49.038000;2025-06-13 14:53:30.039000;HCPE-2702;67297M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;PARADO;NÃO;224;5381;224;5381;0;0;;;0;;224;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.819;CO;2024-10-08 08:08:49.052000;2024-10-25 14:16:53.335000;HCPE-0578;64335M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;17;414;17;414;0;0;;;25;;14;SIM;NÃO;0;;0;DANIELE CORREIA DE LIMA FAZIO
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.958;CO;2024-11-01 09:16:02.469000;2024-12-03 13:19:03.328000;HCPE-2571;64212M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;32;772;32;772;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.957;CO;2024-11-01 09:15:32.213000;2024-12-03 13:15:28.389000;HCPE-0434;64179M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;EM USO;NÃO;32;771;32;771;0;0;;;0;;17;SIM;NÃO;0;;0;EDUARDA
HC-UFPE;HC;SENC - 5405;Manutenção Corretiva;24.950;CO;2024-10-31 08:20:02.032000;2025-05-21 14:23:22.783000;;67289M/00;BOMBA INFUSAO USO GERAL;SAMTRONIC;ST-1000;;SENC;CENTRAL DE EQUIPAMENTOS;;PARADO;NÃO;202;4854;202;4854;0;0;;;0;;202;SIM;NÃO;0;;0;EDUARDA
